Team,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,Season,Season Type,Match Count
Cleveland Cavaliers,104.07,107.9,4.87,7.45,14.35,13.31,34.28,32.48,18.6,19.97,7.53,7.72,4.87,6.21,15.59,14.11,28.34,24.22,2005-2006,POFF,13
Dallas Mavericks,110.08,105.82,5.28,5.87,13.44,9.67,33.64,32.66,16.84,17.85,7.29,6.78,4.75,5.29,13.48,15.2,28.17,27.03,2005-2006,POFF,23
Denver Nuggets,94.79,103.49,3.25,5.01,15.18,9.15,30.15,37.04,21.48,24.4,7.38,6.1,4.56,6.32,12.8,18.52,25.16,29.41,2005-2006,POFF,5
Detroit Pistons,108.06,104.53,8.12,5.18,13.36,12.21,32.35,34.65,22,20.47,7.6,6.82,4.85,5.05,12.84,15.81,24.03,28.08,2005-2006,POFF,18
Indiana Pacers,103.08,107.93,7.69,5.42,9.62,12.19,33.46,32.11,20.58,27.08,6.92,8.32,5.19,3.68,17.12,12.77,28.65,29.21,2005-2006,POFF,6
Los Angeles Clippers,111.42,107.28,4.75,8.07,11.6,11.58,36.47,28.95,21.88,25.53,5.27,6.93,6.24,4.39,15.91,11.49,25.22,23.6,2005-2006,POFF,12
Los Angeles Lakers,107.48,113.96,7.63,9.41,11.76,6.07,33.74,31.87,18.32,23.67,6.87,6.37,3.36,3.64,15.42,11.99,24.43,22.76,2005-2006,POFF,7
Memphis Grizzlies,98.54,115.25,4.39,6.16,9.65,16.13,30.41,34.31,16.37,21.41,5.56,7.92,4.39,5.28,18.71,14.08,32.16,32.85,2005-2006,POFF,4
Miami Heat,106.75,101.92,7.04,6.85,10.56,10.97,36.07,32.1,19.38,19.31,7.76,7.19,5.06,3.21,16.78,14.76,26.66,28.32,2005-2006,POFF,23
Milwaukee Bucks,110.16,120.99,5.87,10.16,11.96,12.42,29.8,32.96,23.7,27.31,6.77,7,2.71,4.97,13.77,11.51,30.25,22.57,2005-2006,POFF,5
New Jersey Nets,106.48,107.5,6.06,8.12,11.31,9.35,32.37,34.12,24.97,19.84,7.81,7.61,2.88,4.21,13.77,16.03,30.11,27.13,2005-2006,POFF,11
Phoenix Suns,114.04,112.83,9.79,5.75,8.14,13.41,30.85,34.81,24.89,18.52,6.01,6.33,4.63,4.52,11.7,13.89,23.3,23.04,2005-2006,POFF,20
Sacramento Kings,108.35,117.83,5.75,8.82,13.73,9.56,28.94,33.27,17.07,24.27,8.35,6.62,2.78,6.25,14.1,14.15,28.94,25.18,2005-2006,POFF,6
San Antonio Spurs,112.8,110.91,6.57,5.08,8.92,12.94,31.73,30.63,19.11,15.57,7.16,7.11,6.06,4.65,13.81,13.37,25.93,29.27,2005-2006,POFF,13
Washington Wizards,110.31,109.93,6.69,5.42,12.48,13.9,30.02,34.12,18.99,18.59,7.41,8.3,5.97,4.69,13.56,15.52,24.59,29.06,2005-2006,POFF,6
Atlanta Hawks,103.24,108.29,4.58,6.24,13.12,12.72,31.08,31.8,21.15,23.24,8.19,8.01,6,5.65,16.75,16.05,26.48,24.87,2006-2007,REG,82
Boston Celtics,103.45,107.45,6.2,5.67,12.09,11.2,31.48,32.7,21.46,23.91,7.76,7.98,5.03,5.93,16.92,15.78,25.95,23.2,2006-2007,REG,82
Charlotte Bobcats,103.97,107.87,5.98,5.91,12.04,12.14,30.7,33.49,24.03,22.44,8.35,7.88,4.83,5.71,15.35,16.34,25.98,23.35,2006-2007,REG,82
Chicago Bulls,105.11,99.74,6.23,6.28,12.77,11.64,33.7,31.86,23.77,21.73,8.29,7.97,5.78,5.62,16.39,17.71,24.76,24.65,2006-2007,REG,82
Cleveland Cavaliers,106.03,101.53,6.6,5.4,13.89,10.75,33.8,32.79,22.83,21.97,8.35,7.2,4.72,4.65,15.06,16,23.8,24.04,2006-2007,REG,82
Dallas Mavericks,111.58,103.31,7.28,5.09,12.52,11.39,34.22,31.04,22.2,19.97,7.62,7.67,5.55,4.24,14.63,15.36,24.99,24.59,2006-2007,REG,82
Denver Nuggets,108.14,106.53,6.06,6.94,12.53,12.6,32.02,30.82,24.03,25.17,8.49,8.52,5.45,5.31,16.55,16.04,21.98,24.37,2006-2007,REG,82
Detroit Pistons,108.84,104.01,6.21,5.65,13.11,13.44,32.82,33.19,24.44,22.75,8.06,7.2,6.53,4.01,13.29,15.79,23.12,23.04,2006-2007,REG,82
Golden State Warriors,107.3,107.76,8.6,7.49,11.56,13.2,30.15,33.59,23.95,24.87,9.21,8.36,5.72,4.91,15.79,18.04,23.74,22.52,2006-2007,REG,82
Houston Rockets,106.27,101,9.42,6.31,11.76,10.7,35.72,34.06,22.77,21.23,7.79,7.63,4.5,4.72,14.9,14.93,22.85,21.81,2006-2007,REG,82
Indiana Pacers,103.09,105.97,6.33,5.76,13.02,12.06,32.1,32.94,22.09,21.64,7.88,8.49,5.88,5.4,17.13,16.19,25.14,25.6,2006-2007,REG,82
Los Angeles Clippers,105.28,105.79,4.22,6.11,11.92,11.32,33.34,31.91,23.65,23.11,8,7.81,6.34,4.31,15.87,14.43,24.94,24.55,2006-2007,REG,82
Los Angeles Lakers,108.61,108.89,7.79,6.72,11.36,12.26,31.98,32.2,23.71,23.09,7.69,8.33,5.4,5.25,15.8,14.99,24.21,24.6,2006-2007,REG,82
Memphis Grizzlies,106.92,112.23,6.42,7.39,11.11,12.37,30.48,31.84,21.56,26.44,7.24,8.73,5.22,5.77,16.58,15.53,23.45,25.54,2006-2007,REG,82
Miami Heat,104.91,105.84,7.14,7.17,11.05,12.44,34.15,33.33,22.73,22.37,7.65,7.59,5.98,4.24,15.44,15.08,23.65,24.18,2006-2007,REG,82
Milwaukee Bucks,107.02,112.04,6.86,7.42,12.32,13.95,29.75,32.41,23.19,27.28,7.69,8.08,2.93,5.69,15.64,16.26,23.85,22.56,2006-2007,REG,82
Minnesota Timberwolves,103.8,107.78,5.06,6.83,10.79,12.63,32.59,32.12,24.35,23.48,7.01,7.68,4.28,4.74,16.23,14.72,23.17,22.13,2006-2007,REG,82
New Jersey Nets,105.75,106.33,8.05,6.84,10.86,11.43,33.37,33.31,25.93,23.8,6.6,7.7,3.61,4.87,15.29,14.97,24.7,24.87,2006-2007,REG,82
New Orleans Hornets,104.87,106.72,6.09,7.49,13.72,11.43,33.63,33.41,20.58,22.83,6.99,7.43,4.65,5.25,14.98,14.44,21.69,23.23,2006-2007,REG,82
New York Knicks,105.5,108.85,6.26,7.58,13.62,11.71,33.21,30.39,20.22,23.13,7.17,8.15,3.43,5.37,17.59,14.46,25.5,24.81,2006-2007,REG,82
Orlando Magic,105.44,104.69,4.64,6.26,12.48,11.75,32.81,30.11,20.69,21.86,7.67,9.21,5.65,5.11,18.1,15.78,25.84,26.09,2006-2007,REG,82
Philadelphia 76ers,103.79,107.02,3.79,6.7,11.99,12.91,31.37,32.03,22.25,24.31,7.87,8.07,5.2,4.26,16.09,16.33,22.28,23.99,2006-2007,REG,82
Phoenix Suns,114.68,106.88,9.96,6.38,9.35,12.77,32.78,31.72,26.93,19.61,7.02,7.17,5,3.85,14.56,15.17,21.05,22.28,2006-2007,REG,82
Portland Trailblazers,105.31,110.01,5.81,6.37,12.6,11.59,31.37,32,20.65,23.22,7.57,7.35,5.19,5.18,16.01,14.85,26.35,23.86,2006-2007,REG,82
Sacramento Kings,106.29,108.1,6.78,7.13,10.2,11.6,30.67,33.87,21.31,23.54,8.59,7.32,3.39,5.18,14.76,16.55,22.94,25.45,2006-2007,REG,82
San Antonio Spurs,109.93,100.54,8.1,5.01,10.36,11.28,35.07,32.38,24.68,19.27,7.99,7.89,5.67,4.59,14.82,15.39,21.61,23.67,2006-2007,REG,82
Seattle SuperSonics,107.31,110.46,6.93,6.85,12.25,12.59,30.65,31.79,22.37,24.69,8.33,7.79,3.97,4.5,15.69,15.49,23.77,21.58,2006-2007,REG,82
Toronto Raptors,107.02,105.86,6.97,6.99,9.91,11.12,32.54,34.62,23.91,22.83,7.62,6.41,4.21,4.16,13.91,15.64,21.94,23.41,2006-2007,REG,82
Utah Jazz,110.02,106.84,4.68,6.69,13.62,10.74,32.47,29.37,26.76,20.51,7.63,8.23,4.48,5.79,16.34,15.88,27.33,26.56,2006-2007,REG,82
Washington Wizards,109.96,110.71,7.21,7.7,12.83,12.53,30.58,32.85,21.33,25.01,8.16,6.68,4.82,4.89,13.94,15.99,23.43,24.81,2006-2007,REG,82
Chicago Bulls,103.47,102.7,6.61,6.97,12.99,12.6,33.93,32.73,23.07,22.16,7.84,7.65,4.7,4.95,16.01,15.3,24.75,28.68,2006-2007,POFF,10
Cleveland Cavaliers,102.9,100.17,6.26,6.76,13.79,11.1,36.39,34.28,20.28,22.14,8.34,7.05,4,4.39,14.2,15.32,23.99,24.22,2006-2007,POFF,20
Dallas Mavericks,105.35,112.68,7.49,11.07,14.97,12.68,32.44,31.96,19.07,18.57,8.91,8.75,5.35,4.64,15.87,16.07,25.49,26.61,2006-2007,POFF,6
Denver Nuggets,100.69,107.29,5.25,9.34,14.84,13.67,34.7,32.12,20.09,26.2,6.39,7.97,4.8,5.92,16.67,12.76,20.55,20.27,2006-2007,POFF,5
Detroit Pistons,105.71,101.8,6.73,5.32,13.67,13.6,33.26,33.74,23.28,20.58,8.17,7.7,5.42,4.25,14.61,15.76,27.62,25.68,2006-2007,POFF,16
Golden State Warriors,110.56,108.87,11.5,6.79,11.88,15.76,27.8,34.72,17.81,21.7,10.65,7.74,5.66,5.09,15.36,18.87,27.62,26.04,2006-2007,POFF,11
Houston Rockets,99.19,103.26,8.12,4.24,11.2,12.07,36.04,35.07,20.62,26.1,7.96,7.99,4.71,5.55,16.23,13.05,21.92,26.1,2006-2007,POFF,7
Los Angeles Lakers,104.26,115.32,6.81,8.72,15.11,10.43,31.06,32.98,15.32,28.72,6.17,8.09,4.26,4.26,15.75,12.55,24.47,19.79,2006-2007,POFF,5
Miami Heat,98.07,109.92,6.08,7.71,8.84,10.74,31.22,36.09,19.61,25.62,6.91,8.54,5.8,4.68,16.02,14.88,27.9,25.9,2006-2007,POFF,4
New Jersey Nets,101.79,99.53,8.66,6.39,9.69,10.89,35.28,34.65,25.96,18.87,7.15,8.73,3.29,4.51,17.31,15.31,23.9,24.13,2006-2007,POFF,12
Orlando Magic,103.53,114.45,2.94,7.97,13.24,13.86,34.12,33.63,21.18,24.48,5,8.56,4.12,5.02,16.47,11.21,28.53,27.14,2006-2007,POFF,4
Phoenix Suns,111.17,105.83,7.57,7.38,9.81,13.2,33.3,32.14,24.95,17.77,6.8,7.48,5.53,5.63,14.18,15.34,20.97,24.08,2006-2007,POFF,11
San Antonio Spurs,107.53,103.38,8.49,5.58,11.8,12.97,33.84,32.92,22.32,20.86,7.98,7.27,6.18,5.19,14.9,15.45,23.05,23.39,2006-2007,POFF,20
Toronto Raptors,100.55,107.25,5.9,10.22,8.12,10.6,33.76,34.76,17.9,27.51,8.49,7.62,4.43,3.9,15.68,17.1,23.62,23.79,2006-2007,POFF,6
Utah Jazz,106.94,105.44,4.69,9.4,14.2,10.61,34.06,30.82,24.23,20.21,8.03,9.46,5.21,6.01,16.77,15.73,26.93,25.26,2006-2007,POFF,17
Washington Wizards,103.1,114.25,7.04,4.84,11.55,14.25,29.58,41.6,21.13,22.51,6.2,5.98,3.38,3.99,9.86,13.96,23.94,21.65,2006-2007,POFF,4
Atlanta Hawks,106.99,108.62,5.1,6.78,13.39,12.82,32.6,31.59,23.96,24.17,7.97,8.14,5.95,5.58,15.54,14.29,22.22,23.74,2007-2008,REG,82
Boston Celtics,110.49,99.22,7.99,6.5,11.12,12.05,35.04,30.69,24.57,20.63,9.33,7.96,5.08,5.21,15.83,16.83,24.98,24.36,2007-2008,REG,82
Charlotte Bobcats,104.92,109.81,6.97,6.83,11.76,13.19,32.17,34.17,23.04,23.56,8.09,8.25,5.3,6.28,14.96,14.94,23.43,22.72,2007-2008,REG,82
Chicago Bulls,104.11,107.48,6.18,7.45,13.7,11.93,32.33,33.7,23.62,23.42,8.28,8.46,5.6,6.07,15.07,15.68,23.27,22.79,2007-2008,REG,82
Cleveland Cavaliers,106.27,106.56,7.42,6.8,14.68,10.94,34.46,33.58,22.05,23.12,7.79,7.51,5.74,5.21,14.54,14.13,23.02,22.38,2007-2008,REG,82
Dallas Mavericks,111.48,106.09,6.69,5.51,11.96,11.9,35.78,32.64,23.29,20.87,6.63,7.23,5.44,4.82,13.38,12.81,24.18,23.47,2007-2008,REG,82
Denver Nuggets,110.63,106.64,6.94,7.55,11.19,12.67,32.89,32.59,24.68,25.62,9.17,7.83,6.72,4.78,14.4,15.59,21.11,23.71,2007-2008,REG,82
Detroit Pistons,111.36,103.06,6.79,5.71,13.57,12.07,33.76,32.71,25.51,21.81,8.12,6.66,6.58,4.45,12.68,14.61,23.52,22.58,2007-2008,REG,82
Golden State Warriors,111.81,109.73,9.35,7.03,12.83,12.95,30.65,34.47,22.51,23.84,9.14,6.97,4.63,5.08,13.05,16.29,23.03,21.35,2007-2008,REG,82
Houston Rockets,107.13,101.59,7.88,5.83,13.54,12.03,35.92,32.86,23.73,20.84,8.08,8.37,5.67,5.1,14.47,14.28,21.73,21.74,2007-2008,REG,82
Indiana Pacers,106.27,107.85,9.41,7.56,11.27,11.59,32.81,34.94,23.23,22.71,7.76,8.27,5.14,5.19,15.04,15.39,23.94,22.24,2007-2008,REG,82
Los Angeles Clippers,101.16,109.49,4.6,6.42,10.52,12.1,32.76,35.1,22.78,24.23,7.33,7.79,5.23,5.13,14.83,14.27,22.95,23.42,2007-2008,REG,82
Los Angeles Lakers,113.23,105.67,8.42,7.05,11.42,12.57,34.61,32.06,25.47,22.8,8.32,8.06,5.57,4.68,14.22,14.3,21.5,23.53,2007-2008,REG,82
Memphis Grizzlies,105.33,111.83,7.91,7.54,10.82,11.89,32.75,34.71,20.08,25.04,6.42,9.07,4.92,5.14,15.45,13.46,20.31,23.5,2007-2008,REG,82
Miami Heat,100.81,110.16,6.61,7.42,10,12.31,31.52,35.16,22.12,24.41,7.93,8.48,4.78,4.58,15.49,14.83,22.47,22.17,2007-2008,REG,82
Milwaukee Bucks,105.14,112.83,5.97,7.79,13.94,11.55,31.23,32.63,23.26,25.33,7.19,8.57,4.77,5.35,15.49,14.31,23.1,22.87,2007-2008,REG,82
Minnesota Timberwolves,104.37,111.38,5.87,7.18,12.84,11.56,32.33,33.77,21.7,25.2,8.2,8.09,4.07,6.2,15.22,14.12,25.1,19.03,2007-2008,REG,82
New Jersey Nets,103.78,109.26,6.58,7.05,12.06,11.84,33.29,33.25,25.43,23.91,6.88,8.74,5.15,4.78,15.56,13.87,24.5,24.25,2007-2008,REG,82
New Orleans Hornets,111.52,105.99,8.5,7.36,12.64,11.02,33.63,34.26,24.07,24.06,8.59,6.36,4.33,4.48,12.49,14.73,20.65,21.27,2007-2008,REG,82
New York Knicks,104.74,111.93,6.46,7.74,13.56,12.18,32.38,33.92,20.16,23.38,6.87,8.19,2.81,5.66,14.92,13.34,23.21,21.95,2007-2008,REG,82
Seattle SuperSonics,100.76,110.01,3.94,7.66,12.23,12.13,33.86,33.51,22.02,25.2,6.69,8.91,5.04,5.55,15.75,13.04,21.16,20.32,2007-2008,REG,82
Orlando Magic,111.97,106.12,10.47,6.74,10.04,11.76,34.99,32.92,22.3,23.06,6.8,7.59,4.35,4.5,14.82,13.63,22.06,24.81,2007-2008,REG,82
Philadelphia 76ers,106.56,106.22,4.06,7.5,14.35,12.43,31.88,30.87,22.5,25.62,9.58,7.41,5.38,5.66,14.96,16.51,21.79,23,2007-2008,REG,82
Phoenix Suns,113.88,108.31,8.76,5.9,9.08,13.85,33.85,31.42,27.61,20.21,6.71,7.56,6.54,3.91,14.37,13.22,20.6,21.77,2007-2008,REG,82
Portland Trailblazers,107.43,108.55,7.39,7.32,12.38,13.15,33.49,33.87,23.81,23.55,6.25,6.71,4.95,4.14,13.67,13.62,22.56,22.75,2007-2008,REG,82
Sacramento Kings,107.68,110.1,6.53,7.65,10.62,12.43,31.46,31.58,20.07,24.06,8.34,8.47,4.28,5.79,16.11,15.43,23.55,24.24,2007-2008,REG,82
San Antonio Spurs,107.21,102.09,8.14,5.77,10.57,10.67,35.81,34.74,23.55,20.48,7.14,7.78,4.62,4.96,13.45,13.87,21.07,22.34,2007-2008,REG,82
Toronto Raptors,110.45,107.2,7.69,8.32,10.62,11.15,33.56,34.71,26.26,24.15,7.66,6.32,4.52,4.48,12.34,14.68,21.46,20.27,2007-2008,REG,82
Utah Jazz,113.72,106.54,5.31,6.62,12.3,11.04,31.47,29.51,28.27,21.31,9.36,8.1,4.64,5.49,15.26,16.51,25.72,24.73,2007-2008,REG,82
Washington Wizards,109.17,109.39,7.75,9.19,13.57,12.11,32.39,33.34,21.65,26.34,8.51,7.12,5.27,4.84,13.9,14.83,21.64,22.28,2007-2008,REG,82
Atlanta Hawks,101.16,115.86,4.64,8.35,13.43,15.19,31.01,30.89,20.23,28.05,4.98,10.02,6.63,6.68,17.41,11.52,23.38,29.22,2007-2008,POFF,7
Boston Celtics,109.11,102.99,7.01,6.11,12.86,11.42,33.57,30.75,24.96,21.51,8.84,7.1,5,5.76,14.2,15.26,28.17,26.46,2007-2008,POFF,26
Cleveland Cavaliers,104.47,101.51,7.78,5.78,13.67,11.12,33.87,33.1,23.41,20.46,6.97,7.92,5.63,4.89,14.92,14.41,25.65,27.14,2007-2008,POFF,13
Dallas Mavericks,107.31,117.89,8.22,7.8,16.44,11.47,35.16,35.55,22.15,23.85,4.57,6.88,4.57,6.42,11.87,8.49,23.52,25.69,2007-2008,POFF,5
Denver Nuggets,103.31,117.39,4.58,9.46,16.79,11.51,32.82,31.97,18.83,28.65,6.36,7.16,4.84,6.39,14.76,11,25.95,23.02,2007-2008,POFF,4
Detroit Pistons,107.17,105.06,5.31,5.48,12.41,13.8,30.07,32.59,24.07,19.97,8.62,7.91,6.83,4.65,13.72,16.71,27.31,25.66,2007-2008,POFF,17
Houston Rockets,104.14,106.47,6.9,6.28,15.39,15.1,34.32,36.08,18.34,21.77,8.09,6.47,6.51,7.26,12.23,14.31,25.05,25.69,2007-2008,POFF,6
Los Angeles Lakers,109.91,107.34,7.46,7.29,9.45,13.41,33.01,33.1,22.28,23.46,7.72,7.75,5.67,4.69,13.75,13.77,24.99,26.77,2007-2008,POFF,21
New Orleans Hornets,111.77,107.42,6.65,10.31,11.86,13.49,36.84,37.09,22.28,25.24,8.39,4.82,5.88,4.62,9.45,13.39,23.92,23.89,2007-2008,POFF,12
Orlando Magic,110.97,109.02,10.29,6.62,13.37,11.87,35.66,32.65,19.89,23.97,5.49,8.9,5.6,3.88,16.46,9.48,23.43,25.11,2007-2008,POFF,10
Philadelphia 76ers,99.81,107.32,2.13,6.17,15.7,14.07,28.68,30.44,18.41,26.78,10.27,7.32,4.26,7.9,16.47,18.5,22.29,27.36,2007-2008,POFF,6
Phoenix Suns,103.93,106.45,5.18,4.57,9.73,10.4,33.33,34.93,19.46,16.42,5.38,6.24,7.25,5.2,12.01,13.51,23.4,28.69,2007-2008,POFF,5
San Antonio Spurs,104.37,105.15,8.36,5.6,9.99,10.49,36.36,36.61,22.59,19.87,5.88,7.62,4.57,5.86,13.71,11.66,25,22.48,2007-2008,POFF,17
Toronto Raptors,111.19,115.81,9.4,10.69,10.96,14.25,32.89,36.3,26.85,21.83,8.05,6.01,2.69,5.79,10.52,15.15,25.5,20.05,2007-2008,POFF,5
Utah Jazz,109.81,110.39,6.48,6.96,16.1,11.87,33.12,32.19,23.77,20.13,7.22,8.26,6.38,7.24,13.88,13.64,28.31,25.42,2007-2008,POFF,12
Washington Wizards,104.54,108.73,6.81,9.49,10.96,14.99,31.38,36.05,17.77,26.19,8.13,6.64,5.48,5.5,13.23,14.8,25.9,26.38,2007-2008,POFF,6
Atlanta Hawks,109.89,107.86,8.15,7.19,11.88,13.01,32.94,33.8,22.63,23.23,8.24,7.22,5.14,4.82,13.66,14.4,21.99,22.9,2008-2009,REG,82
Boston Celtics,111.04,102.68,7.22,6.8,11.66,11.18,34.7,30.15,24.99,20.82,8.33,7.84,5.19,5.22,16.51,15.23,25.46,24.4,2008-2009,REG,82
Charlotte Bobcats,105.21,106.44,6.72,7.63,12.14,12,32.42,31.6,23.86,21.94,7.95,8.56,5.44,6.68,16.73,15.79,24.04,23.45,2008-2009,REG,82
Chicago Bulls,108.52,108.89,6.39,6.3,12.57,13.18,32.14,32.29,22.44,22.33,7.97,8.06,5.87,5.82,14.73,14.58,22.14,22.14,2008-2009,REG,82
Cleveland Cavaliers,112.94,102.74,9.01,6.61,12.17,12.04,35.35,31.68,22.84,21.51,8.15,7.12,5.98,4.64,13.49,15.03,22.84,22.82,2008-2009,REG,82
Dallas Mavericks,110.81,108.5,7.58,6.86,12.07,11.72,34.47,33.28,23.63,21.37,7.85,7.81,5.7,4.43,13.3,13.46,21.25,21.82,2008-2009,REG,82
Denver Nuggets,110.6,106.87,7.09,7.76,11.7,12.8,32.41,30.88,23.53,22.68,9.18,8.37,6.36,5.77,15.85,15.58,24.23,25.11,2008-2009,REG,82
Detroit Pistons,107.44,107.83,5.24,6.04,13.2,11.95,34.04,34.06,23.48,22.92,6.86,6.4,5.24,4.75,12.81,12.76,23.8,22.38,2008-2009,REG,82
Golden State Warriors,109.14,113.18,6.74,7.15,11.68,14.31,30.54,33.11,20.97,24.33,7.82,7.95,6.46,5.09,14.29,14.63,22.58,23.68,2008-2009,REG,82
Houston Rockets,108.72,104.1,8.37,6.24,11.61,11.74,35.86,32.26,22.39,21.78,7.38,7.91,4.78,5.85,14.73,13.11,20.92,22.71,2008-2009,REG,82
Indiana Pacers,108.49,109.41,8.21,7.15,11.63,11.42,33.5,34.02,22.35,21.75,7.21,7.98,5.46,5.58,14.43,13.78,23.86,21.26,2008-2009,REG,82
Los Angeles Clippers,102.36,111.95,7.02,7.04,11.68,12.64,31.2,34.87,22.62,25.64,7.51,8.57,6.33,5.44,15.29,13.76,21.66,21.15,2008-2009,REG,82
Los Angeles Lakers,112.86,104.8,7.04,7.55,13.07,12.35,33.3,31.42,24.56,23.87,9.24,8.18,5.41,5.05,13.85,15.64,21.86,23.38,2008-2009,REG,82
Memphis Grizzlies,103.75,109.78,5.36,7.22,11.42,11.35,31.5,32.76,19.18,23.38,8.29,8.52,5.19,5.97,15.69,15.38,23.95,24.07,2008-2009,REG,82
Miami Heat,108.2,107.93,7.81,7.93,11.11,12.03,32.36,34.05,22.43,22.1,8.74,7.09,6.05,4.5,13.14,16.08,22.77,21.91,2008-2009,REG,82
Milwaukee Bucks,106.57,107.75,6.69,7.36,12.74,10.88,30.98,33.08,23.59,22.65,7.97,8.06,4.03,4.92,14.62,16.84,26,24.11,2008-2009,REG,82
Minnesota Timberwolves,106.18,111.65,7.19,7.11,12.91,10.78,32.34,33.66,22.17,23.4,6.78,8.09,4.26,6.42,14.65,13.2,23.64,21.77,2008-2009,REG,82
New Jersey Nets,108.35,111.17,8.78,8.09,11.45,11.76,32.53,34.02,22.04,24.18,7.53,7.65,5.27,5.3,13.67,14.19,24.76,22.65,2008-2009,REG,82
New Orleans Hornets,108.97,107.26,7.71,7.98,11.12,11.41,34.02,34.12,22.32,22.88,8.23,6.61,4.69,4.02,13.32,14.28,23.09,23.24,2008-2009,REG,82
New York Knicks,108.41,110.9,10.34,7.16,11.45,11.97,31.98,35.45,21.84,22.25,7.67,8.2,2.56,5.48,14.33,14.3,21.01,19.97,2008-2009,REG,82
Oklahoma City Thunder,102.45,108.97,4.23,6.76,12.87,11.4,32.17,32.18,21.43,22.81,7.83,8.99,4.78,5.25,16.39,14.3,21.32,21.35,2008-2009,REG,82
Orlando Magic,109.91,102.44,10.84,5.88,10.86,11.44,36.19,34.3,21.13,19.7,7.56,7.47,5.82,4.08,14.68,13.53,22.07,24.36,2008-2009,REG,82
Philadelphia 76ers,107.6,108,4.59,7.92,14,12.65,31.47,30.92,22.19,24.34,8.86,7.78,5.59,5.41,14.91,16.48,22.23,24.17,2008-2009,REG,82
Phoenix Suns,114.06,112.01,7.03,7.95,11.44,12.62,32.03,29.88,24.21,22.12,7.49,8.97,5.34,4.69,16.05,14.06,21.49,23.85,2008-2009,REG,82
Portland Trailblazers,113.96,107.71,8.33,6.8,14.82,10.97,32.99,30.57,23.3,22.2,7.69,7.18,5.62,4.45,13.89,14.51,23.36,24.19,2008-2009,REG,82
Sacramento Kings,105.6,115.02,7.5,7.44,10.75,13.06,30.29,33.25,20.73,23.04,7.29,9.03,4.47,5.43,15.53,14.43,24.45,22.28,2008-2009,REG,82
San Antonio Spurs,108.88,104.9,8.55,6.13,9.96,10.22,36.09,35.24,23.75,20.31,6.49,7.28,4.5,4.83,12.49,12.67,21.15,20.72,2008-2009,REG,82
Toronto Raptors,106.87,110.04,6.3,8.29,10.55,11.79,33.07,33.45,24.15,24.86,6.88,6.86,5.13,5.09,13.87,13.77,20.96,21.67,2008-2009,REG,82
Utah Jazz,110.03,107.26,5.08,6.92,12.18,11.77,31.39,31.02,26.22,21.26,9.32,8.53,4.85,5.5,15.15,16.63,23.71,25.56,2008-2009,REG,82
Washington Wizards,105.45,113.73,5.29,9.03,12.8,12.51,31.19,33.37,21.97,27,8.29,7.95,4.89,5.77,14.83,14.71,22.48,21.95,2008-2009,REG,82
Atlanta Hawks,101.65,110.47,7.37,8.82,12.98,12.68,29.26,36.83,20.46,19.52,8.36,7.83,4.07,6.62,13.53,15.11,25.85,25.58,2008-2009,POFF,11
Boston Celtics,106.56,106.72,7.01,7.99,11.33,9.63,33.76,33.88,23.92,20.6,8.12,7.02,5.14,6.79,13.19,14.25,25.34,23.73,2008-2009,POFF,14
Chicago Bulls,106.31,110.21,7.15,8.25,10.24,12.59,34.5,31.75,19.5,22.66,6.59,8.53,7.99,6.57,14.87,12.45,24.12,23.08,2008-2009,POFF,7
Cleveland Cavaliers,114.02,103.92,7.76,8.17,11.77,9.75,35.31,30.75,22.37,20.83,7.76,7.25,5.34,3.83,13.11,13.83,24.04,26.42,2008-2009,POFF,14
Dallas Mavericks,112.76,113.89,8.1,7.44,10.21,10.22,34.96,31.22,20.09,22,7.21,8.44,4.22,4.56,13.54,12,25.31,26.33,2008-2009,POFF,10
Denver Nuggets,117.09,107.66,8.75,7.32,11.59,10.84,32.07,32.32,24.54,20.8,9.97,6.78,5.63,4.81,12.68,15.65,28,27.64,2008-2009,POFF,16
Detroit Pistons,95.71,114.72,3.68,6.44,9.2,11.66,31.9,37.42,20.25,25.77,5.22,7.67,3.68,5.52,13.5,12.58,29.14,19.33,2008-2009,POFF,4
Houston Rockets,105.13,106.81,7.6,6.72,11.14,12.64,35.46,33.86,19.54,18.3,7.07,8.93,3.63,8.13,15.03,12.91,23.08,24.58,2008-2009,POFF,13
Los Angeles Lakers,111.45,103.55,7.57,7.19,12.12,11.97,33.65,32.55,21.11,21.52,8.57,8.37,6.82,4.68,13.58,15,25.56,25.17,2008-2009,POFF,23
Miami Heat,106.56,105.53,8.64,7.43,10.71,13.3,36.1,31.78,18.14,20.38,7.43,8.29,6.91,4.32,15.03,13.3,26.77,25.73,2008-2009,POFF,7
New Orleans Hornets,93.76,121.25,6.68,10.96,10.25,11.19,30.96,35.57,17.6,27.96,7.35,10.52,2.9,5.82,18.93,13.42,27.62,27.74,2008-2009,POFF,5
Orlando Magic,108.03,105.89,9.33,6.68,9.29,9.88,33.47,33.63,21.03,21.34,7.52,7.47,5.39,4.27,14.11,13.27,23.82,26.99,2008-2009,POFF,24
